TIMESTAMP,AGE,GENDER,COUNTRY,FAMILY_HISTORY,TREATMENT,WORK_INTERFERE,BENEFIT,SEEK_HELP,MENTAL_HEALTH_AFFECT,PHYSICAL_HEALTH_AFFECT
03-01-2024 15:28,26,Male,United Kingdom,No,No,No,Yes,Don't know,Yes,Maybe
03-01-2024 15:29,48,Female,United States,Yes,No,Yes,No,No,Maybe,No
03-01-2024 15:30,31,Female,Australia,No,No,Sometimes,Yes,Yes,Maybe,Yes
03-01-2024 15:31,48,Male,Canada,No,No,Never,Don't know,Yes,No,Maybe
03-01-2024 15:32,33,Female,Germany,No,Yes,Rarely,Don't know,Don't know,Maybe,Maybe
03-01-2024 15:33,50,Male,Canada,No,No,Never,Don't know,Don't know,No,Maybe
03-01-2024 15:34,29,Female,Germany,Yes,No,Never,Don't know,Yes,Yes,Maybe
03-01-2024 15:35,29,Male,United States,Yes,Yes,Never,Yes,Don't know,Maybe,Yes
03-01-2024 15:36,34,Male,United States,No,No,Yes,No,Yes,Yes,No
03-01-2024 15:37,29,Female,Canada,Yes,No,Yes,Don't know,No,Yes,No
03-01-2024 15:38,44,Female,India,No,Yes,Never,Don't know,Yes,No,Maybe
03-01-2024 15:39,41,Female,Germany,No,No,Sometimes,Don't know,Don't know,No,Maybe
03-01-2024 15:40,57,Female,United Kingdom,Yes,No,Sometimes,Don't know,Don't know,Yes,No
03-01-2024 15:41,41,Female,Germany,No,No,Never,No,Yes,Maybe,Yes
03-01-2024 15:42,50,Female,India,No,Yes,No,Don't know,No,Yes,Maybe
03-01-2024 15:43,26,Male,United Kingdom,No,No,Never,Don't know,Yes,No,No
03-01-2024 15:44,23,Female,India,Yes,No,Yes,Don't know,No,Maybe,Yes
03-01-2024 15:45,58,Female,India,Yes,No,Often,Don't know,No,No,Yes
03-01-2024 15:46,53,Female,Germany,No,No,Rarely,No,Don't know,Yes,No
03-01-2024 15:47,27,Female,United States,Yes,No,Sometimes,Yes,No,Maybe,Maybe
03-01-2024 15:48,62,Male,United States,No,No,Never,Yes,Yes,No,No
03-01-2024 15:49,53,Male,United Kingdom,No,No,Sometimes,Yes,Yes,Yes,Yes
03-01-2024 15:50,45,Female,India,No,No,Yes,No,Don't know,Yes,Yes
03-01-2024 15:51,45,Male,United States,No,No,Rarely,Don't know,Don't know,No,Maybe
03-01-2024 15:52,29,Male,United Kingdom,No,Yes,Rarely,Yes,Yes,Yes,No
03-01-2024 15:53,38,Female,Germany,No,No,Yes,Don't know,No,Yes,No
03-01-2024 15:54,54,Female,United States,No,No,Never,No,Don't know,Yes,Yes
03-01-2024 15:55,30,Female,Germany,Yes,No,Rarely,Don't know,Don't know,No,Yes
03-01-2024 15:56,24,Female,Canada,No,No,Sometimes,No,Yes,Yes,Yes
03-01-2024 15:57,23,Male,Germany,Yes,No,Yes,Don't know,Yes,Maybe,Maybe
03-01-2024 15:58,41,Female,Germany,Yes,No,Sometimes,No,Yes,Yes,Yes
03-01-2024 15:59,47,Female,United States,Yes,Yes,Rarely,Don't know,Don't know,Yes,Maybe
03-01-2024 16:00,36,Male,Canada,Yes,No,Often,No,No,Maybe,Yes
03-01-2024 16:01,45,Female,United Kingdom,No,No,Yes,Yes,Yes,Yes,No
03-01-2024 16:02,30,Male,Australia,No,Yes,Never,Yes,Don't know,Maybe,Yes
03-01-2024 16:03,52,Male,United States,No,No,Never,Don't know,Don't know,Maybe,Yes
03-01-2024 16:04,29,Female,Germany,No,Yes,Yes,Yes,Yes,Yes,No
03-01-2024 16:05,29,Other,Canada,No,No,Never,Yes,Don't know,Yes,Maybe
03-01-2024 16:06,33,Male,United States,Yes,Yes,Often,No,Yes,No,Yes
03-01-2024 16:07,36,Female,Canada,No,No,Often,Don't know,No,No,Yes
03-01-2024 16:08,21,Male,United Kingdom,No,Yes,Sometimes,Yes,Don't know,Yes,No
03-01-2024 16:09,22,Male,Australia,No,No,No,No,Don't know,Maybe,No
03-01-2024 16:10,49,Male,India,Yes,No,Often,Don't know,Yes,No,Yes
03-01-2024 16:11,56,Male,United States,No,No,Never,Don't know,No,No,No
03-01-2024 16:12,50,Male,United States,No,No,Rarely,Don't know,Yes,Maybe,Yes
03-01-2024 16:13,22,Male,United States,No,No,Yes,Yes,Yes,Maybe,Maybe
03-01-2024 16:14,23,Female,United States,No,No,Sometimes,Yes,Don't know,Maybe,No
03-01-2024 16:15,59,Female,India,No,No,Never,No,Yes,Yes,Maybe
03-01-2024 16:16,25,Female,India,Yes,Yes,Sometimes,Don't know,Don't know,No,Maybe
03-01-2024 16:17,27,Female,Canada,Yes,No,Sometimes,Yes,Yes,No,Maybe
03-01-2024 16:18,60,Male,United Kingdom,No,No,Rarely,Yes,Yes,No,Yes
03-01-2024 16:19,19,Female,United Kingdom,No,No,Yes,No,Don't know,Yes,Yes
03-01-2024 16:20,33,Male,Germany,No,No,Often,No,No,Yes,Yes
03-01-2024 16:21,64,Male,Germany,No,Yes,Sometimes,No,Don't know,Yes,Yes
03-01-2024 16:22,55,Other,Australia,Yes,No,Yes,Yes,No,Maybe,Maybe
03-01-2024 16:23,47,Male,Canada,Yes,No,Sometimes,Don't know,Don't know,No,No
03-01-2024 16:24,31,Female,India,No,Yes,Rarely,Yes,Don't know,Maybe,No
03-01-2024 16:25,47,Male,Germany,No,No,Sometimes,Don't know,Yes,No,Maybe
03-01-2024 16:26,31,Male,Canada,No,Yes,Often,No,Yes,Maybe,Yes
03-01-2024 16:27,62,Male,Germany,No,Yes,Rarely,Don't know,Don't know,Maybe,Maybe
03-01-2024 16:28,37,Female,Australia,Yes,No,No,Yes,No,No,Yes
03-01-2024 16:29,34,Male,United States,Yes,No,No,Don't know,Don't know,Yes,Yes
03-01-2024 16:30,30,Female,Australia,Yes,Yes,Sometimes,No,Don't know,No,Yes
03-01-2024 16:31,41,Female,United Kingdom,No,No,Often,No,No,Yes,Maybe
03-01-2024 16:32,32,Male,United States,No,No,Never,Don't know,Yes,Maybe,Yes
03-01-2024 16:33,41,Male,Germany,No,Yes,Sometimes,No,No,Yes,Yes
03-01-2024 16:34,64,Male,India,No,No,No,No,Yes,No,Yes
03-01-2024 16:35,49,Female,Germany,No,Yes,Rarely,Yes,Don't know,Maybe,No
03-01-2024 16:36,64,Female,Germany,No,No,Sometimes,Yes,Yes,No,Yes
03-01-2024 16:37,64,Female,United Kingdom,No,No,Yes,Don't know,Yes,Yes,Maybe
03-01-2024 16:38,54,Male,United States,No,No,Rarely,No,Don't know,Maybe,No
03-01-2024 16:39,20,Male,Canada,No,No,No,Yes,No,Yes,No
03-01-2024 16:40,56,Female,United States,Yes,No,Often,No,No,Yes,Maybe
03-01-2024 16:41,62,Female,India,No,No,Rarely,Yes,No,Yes,No
03-01-2024 16:42,64,Male,India,No,Yes,No,No,Yes,Maybe,Yes
03-01-2024 16:43,56,Female,United States,Yes,No,Often,Yes,Don't know,No,Yes
03-01-2024 16:44,24,Male,Germany,Yes,No,Rarely,No,No,Maybe,Yes
03-01-2024 16:45,40,Male,Germany,No,Yes,Sometimes,Yes,Yes,Maybe,Yes
03-01-2024 16:46,26,Female,Germany,No,No,Never,No,No,Maybe,Yes
03-01-2024 16:47,50,Female,Australia,No,No,Yes,Don't know,Don't know,No,Yes
03-01-2024 16:48,18,Male,United Kingdom,Yes,No,Rarely,No,No,Maybe,No
03-01-2024 16:49,41,Male,United States,No,No,Often,No,Don't know,No,No
03-01-2024 16:50,46,Male,United Kingdom,No,No,Yes,Yes,Yes,No,No
03-01-2024 16:51,52,Female,Germany,No,No,Rarely,Yes,No,Yes,No
03-01-2024 16:52,57,Female,Canada,No,Yes,Yes,Don't know,Yes,Maybe,Yes
03-01-2024 16:53,51,Male,India,Yes,Yes,Yes,Don't know,Yes,Maybe,Maybe
03-01-2024 16:54,36,Male,India,No,No,No,Yes,No,Maybe,Yes
03-01-2024 16:55,44,Female,Germany,No,No,Never,Don't know,No,Maybe,Yes
03-01-2024 16:56,20,Male,Canada,No,Yes,Often,Yes,Yes,No,Yes
03-01-2024 16:57,61,Male,Canada,No,Yes,Often,No,Yes,Maybe,Maybe
03-01-2024 16:58,45,Male,United States,No,No,Sometimes,Don't know,Don't know,Maybe,Yes
03-01-2024 16:59,50,Male,United Kingdom,Yes,No,Often,Yes,Don't know,Maybe,Yes
03-01-2024 17:00,24,Female,India,No,No,Rarely,Yes,Don't know,No,Maybe
03-01-2024 17:01,61,Male,Australia,Yes,No,Yes,Don't know,Don't know,Yes,Maybe
03-01-2024 17:02,50,Female,India,Yes,No,Yes,No,Yes,No,No
03-01-2024 17:03,37,Female,Canada,No,No,Sometimes,Don't know,No,Yes,No
03-01-2024 17:04,20,Female,Australia,No,Yes,Often,No,Don't know,Maybe,No
03-01-2024 17:05,38,Female,United States,No,No,Rarely,Yes,Don't know,Maybe,No
03-01-2024 17:06,24,Male,United Kingdom,No,No,Yes,Yes,Yes,Yes,Maybe
03-01-2024 17:07,52,Female,United Kingdom,No,No,Never,No,No,Yes,Yes
03-01-2024 17:08,59,Other,United Kingdom,No,No,No,Yes,Don't know,No,No
03-01-2024 17:09,19,Female,United States,No,No,No,Don't know,Yes,Yes,Maybe
03-01-2024 17:10,38,Male,United States,Yes,No,Rarely,No,Don't know,Maybe,Yes
03-01-2024 17:11,28,Female,Germany,No,Yes,Often,No,Yes,No,No
03-01-2024 17:12,46,Female,India,No,No,Never,Don't know,Don't know,No,Maybe
03-01-2024 17:13,58,Female,Canada,Yes,No,Yes,No,Don't know,No,No
03-01-2024 17:14,21,Male,Germany,No,Yes,Yes,Don't know,Don't know,No,Maybe
03-01-2024 17:15,61,Female,Canada,Yes,No,Often,Yes,Don't know,Yes,Maybe
03-01-2024 17:16,50,Female,Australia,No,No,Never,Yes,Don't know,No,Maybe
03-01-2024 17:17,36,Male,Germany,No,Yes,Often,No,Don't know,Yes,Maybe
03-01-2024 17:18,37,Male,Canada,No,No,Yes,Yes,Yes,Yes,Yes
03-01-2024 17:19,61,Other,Australia,No,No,No,Don't know,No,No,No
03-01-2024 17:20,44,Female,United Kingdom,No,No,Rarely,No,Yes,No,No
03-01-2024 17:21,27,Male,India,No,Yes,Often,No,No,Maybe,No
03-01-2024 17:22,48,Male,India,Yes,No,No,Don't know,No,Yes,No
03-01-2024 17:23,25,Male,United Kingdom,No,No,Yes,No,Don't know,Maybe,No
03-01-2024 17:24,64,Female,India,No,Yes,Never,No,Don't know,No,Maybe
03-01-2024 17:25,32,Male,United States,Yes,No,No,Don't know,Yes,Yes,No
03-01-2024 17:26,31,Male,United Kingdom,No,Yes,Sometimes,Yes,Don't know,Yes,Yes
03-01-2024 17:27,48,Female,United States,No,No,Often,Don't know,Don't know,Maybe,Yes
03-01-2024 17:28,42,Female,Canada,Yes,Yes,No,Don't know,No,Maybe,Maybe
03-01-2024 17:29,50,Male,India,No,Yes,Sometimes,Don't know,Don't know,Yes,No
03-01-2024 17:30,32,Male,Australia,Yes,No,Rarely,Yes,No,Yes,Yes
03-01-2024 17:31,35,Male,India,No,Yes,Never,Don't know,No,Maybe,Yes
03-01-2024 17:32,19,Male,Canada,No,No,Never,Yes,Yes,Yes,Yes
03-01-2024 17:33,42,Male,United States,No,Yes,Rarely,Don't know,Yes,Maybe,Yes
03-01-2024 17:34,41,Female,Australia,No,No,Sometimes,Yes,No,No,No
03-01-2024 17:35,34,Female,United Kingdom,No,No,Often,Don't know,No,Yes,No
03-01-2024 17:36,62,Male,Australia,Yes,Yes,Sometimes,Yes,Yes,No,Yes
03-01-2024 17:37,27,Female,United States,No,No,Often,Yes,No,Maybe,Maybe
03-01-2024 17:38,27,Female,Canada,No,No,Often,No,Don't know,Yes,Yes
03-01-2024 17:39,46,Female,Australia,Yes,No,No,Yes,Yes,No,Maybe
03-01-2024 17:40,37,Female,United States,No,No,Yes,Don't know,Don't know,No,No
03-01-2024 17:41,33,Male,Germany,Yes,No,Rarely,Yes,No,No,No
03-01-2024 17:42,57,Female,Canada,No,No,Often,Yes,Yes,Yes,Yes
03-01-2024 17:43,24,Female,United States,No,Yes,No,Don't know,Don't know,Maybe,No
03-01-2024 17:44,56,Male,United States,Yes,Yes,Rarely,Don't know,No,No,Maybe
03-01-2024 17:45,24,Male,India,No,No,Often,Don't know,No,Yes,Yes
03-01-2024 17:46,38,Male,Germany,No,No,No,No,Don't know,No,Maybe
03-01-2024 17:47,48,Female,Australia,No,Yes,Yes,No,Don't know,No,No
03-01-2024 17:48,56,Male,Canada,Yes,No,Yes,No,No,No,Maybe
03-01-2024 17:49,53,Female,Australia,No,Yes,Often,No,Don't know,No,Maybe
03-01-2024 17:50,22,Female,United States,Yes,No,Never,Don't know,Yes,No,Yes
03-01-2024 17:51,48,Female,United Kingdom,No,Yes,Never,Don't know,No,Yes,No
03-01-2024 17:52,39,Male,India,No,Yes,Rarely,Don't know,Don't know,No,No
03-01-2024 17:53,34,Male,Australia,No,No,Never,Yes,No,Maybe,Maybe
03-01-2024 17:54,54,Female,Germany,Yes,No,Often,Yes,No,Yes,Maybe
03-01-2024 17:55,43,Female,Germany,No,No,No,Yes,No,Yes,No
03-01-2024 17:56,49,Male,Germany,Yes,Yes,Yes,Don't know,No,Yes,Yes
03-01-2024 17:57,35,Female,United States,No,Yes,Sometimes,No,No,No,Yes
03-01-2024 17:58,40,Female,United Kingdom,Yes,No,Often,Don't know,Yes,No,Yes
03-01-2024 17:59,21,Female,India,No,Yes,Often,Yes,Yes,No,Maybe
03-01-2024 18:00,43,Female,Australia,Yes,No,Rarely,Yes,No,No,No
03-01-2024 18:01,46,Other,India,No,Yes,Never,No,No,Maybe,No
03-01-2024 18:02,20,Male,United States,No,No,Rarely,Yes,Yes,No,Yes
03-01-2024 18:03,56,Female,Canada,No,No,No,No,Yes,Maybe,Yes
03-01-2024 18:04,57,Male,United Kingdom,No,No,Yes,Yes,No,Maybe,Maybe
03-01-2024 18:05,34,Male,Germany,No,Yes,Yes,Don't know,No,Maybe,Maybe
03-01-2024 18:06,37,Female,Germany,No,No,Sometimes,Don't know,Don't know,No,No
03-01-2024 18:07,60,Other,Germany,No,No,Never,No,Yes,No,No
03-01-2024 18:08,19,Male,Canada,No,Yes,No,Don't know,Don't know,No,No
03-01-2024 18:09,20,Male,United Kingdom,No,No,No,No,Yes,No,Yes
03-01-2024 18:10,43,Female,Canada,Yes,Yes,Never,Yes,Don't know,Maybe,Yes
03-01-2024 18:11,42,Female,United States,Yes,No,Yes,Yes,Yes,Maybe,Yes
03-01-2024 18:12,27,Male,Canada,No,Yes,Never,No,No,Yes,Yes
03-01-2024 18:13,42,Female,Australia,No,No,Never,Don't know,Don't know,Maybe,No
03-01-2024 18:14,55,Male,India,No,Yes,No,Don't know,No,Yes,Maybe
03-01-2024 18:15,57,Male,Canada,No,No,Never,Yes,No,No,No
03-01-2024 18:16,40,Female,India,No,No,No,Don't know,Yes,Maybe,Yes
03-01-2024 18:17,54,Female,India,No,No,Sometimes,Yes,Yes,Maybe,Maybe
03-01-2024 18:18,64,Male,Germany,No,Yes,Rarely,No,Don't know,Maybe,Yes
03-01-2024 18:19,41,Female,India,No,No,Yes,Yes,No,Maybe,Maybe
03-01-2024 18:20,60,Male,Australia,No,No,Never,No,Yes,No,Yes
03-01-2024 18:21,43,Female,United States,No,No,Rarely,No,Don't know,No,Maybe
03-01-2024 18:22,37,Female,Canada,No,No,Yes,Yes,Yes,Yes,No
03-01-2024 18:23,28,Female,Australia,Yes,Yes,Rarely,No,Don't know,Yes,Yes
03-01-2024 18:24,24,Female,United Kingdom,No,Yes,Yes,Yes,Yes,Maybe,No
03-01-2024 18:25,41,Female,Canada,Yes,Yes,No,Don't know,Don't know,Yes,Maybe
03-01-2024 18:26,44,Male,Canada,Yes,Yes,Rarely,Don't know,No,No,No
03-01-2024 18:27,52,Male,Australia,Yes,Yes,Yes,Don't know,Don't know,Maybe,Yes
03-01-2024 18:28,57,Female,United States,No,No,No,Yes,No,Yes,Yes
03-01-2024 18:29,47,Male,Australia,No,No,Yes,Don't know,No,Yes,No
03-01-2024 18:30,32,Male,Australia,No,No,Never,No,No,No,Yes
03-01-2024 18:31,52,Male,United Kingdom,No,No,Yes,No,No,No,Maybe
03-01-2024 18:32,43,Female,Australia,No,Yes,Rarely,No,No,No,No
03-01-2024 18:33,25,Male,Germany,No,No,Never,Yes,Yes,No,No
03-01-2024 18:34,32,Male,United States,No,No,Never,No,Don't know,Yes,Maybe
03-01-2024 18:35,45,Male,Australia,No,Yes,Yes,Yes,No,No,Maybe
03-01-2024 18:36,42,Female,United States,No,No,Rarely,Don't know,Yes,No,Maybe
03-01-2024 18:37,32,Male,United Kingdom,No,Yes,Never,No,Yes,Yes,No
03-01-2024 18:38,40,Male,Australia,No,Yes,Often,Don't know,No,Yes,Yes
03-01-2024 18:39,47,Female,Australia,Yes,No,Yes,Yes,Yes,No,Yes
03-01-2024 18:40,38,Male,Australia,Yes,Yes,Often,No,Don't know,Maybe,Maybe
03-01-2024 18:41,36,Female,Germany,Yes,Yes,Never,Yes,No,No,Yes
03-01-2024 18:42,63,Female,Australia,No,Yes,Never,Yes,Don't know,Maybe,No
03-01-2024 18:43,60,Male,Germany,No,No,Often,No,Yes,Yes,Yes
03-01-2024 18:44,29,Female,Germany,No,No,Often,Yes,Don't know,Yes,Maybe
03-01-2024 18:45,50,Male,Canada,No,No,Sometimes,No,No,Maybe,No
03-01-2024 18:46,46,Male,India,No,Yes,Often,Yes,Don't know,Yes,Maybe
03-01-2024 18:47,42,Male,Germany,No,Yes,Never,Yes,Yes,No,Yes
03-01-2024 18:48,63,Female,United Kingdom,No,No,Never,Yes,No,Yes,No
03-01-2024 18:49,21,Female,United Kingdom,Yes,No,Often,Don't know,Don't know,No,Yes
03-01-2024 18:50,43,Female,United Kingdom,No,No,Never,Yes,Don't know,No,No
03-01-2024 18:51,44,Female,United Kingdom,No,No,Never,Yes,Yes,Maybe,Yes
03-01-2024 18:52,62,Female,United Kingdom,No,No,Sometimes,Don't know,No,Yes,No
03-01-2024 18:53,47,Male,United States,No,Yes,Yes,Don't know,Yes,Yes,Yes
03-01-2024 18:54,21,Male,Germany,No,No,Often,No,No,No,No
03-01-2024 18:55,53,Female,India,No,Yes,Sometimes,Don't know,Don't know,No,Maybe
03-01-2024 18:56,27,Female,Germany,No,No,No,Yes,Yes,No,No
03-01-2024 18:57,57,Other,Canada,No,Yes,Sometimes,Yes,Yes,No,Yes
03-01-2024 18:58,21,Male,Australia,No,No,No,Don't know,Yes,No,Yes
03-01-2024 18:59,58,Male,Germany,Yes,No,Rarely,Don't know,No,Yes,No
03-01-2024 19:00,31,Male,Germany,No,Yes,Often,Don't know,Don't know,No,Yes
03-01-2024 19:01,30,Female,Germany,No,No,Never,No,Yes,No,Maybe
03-01-2024 19:02,19,Female,India,No,No,Sometimes,No,No,No,Yes
03-01-2024 19:03,28,Female,India,No,No,Never,Yes,Yes,Maybe,No
03-01-2024 19:04,44,Female,India,No,No,Rarely,Yes,Don't know,Yes,Maybe
03-01-2024 19:05,47,Male,United States,No,No,Often,Yes,Don't know,Maybe,Yes
03-01-2024 19:06,29,Male,United Kingdom,Yes,No,Sometimes,Yes,Yes,Yes,No
03-01-2024 19:07,52,Male,Germany,Yes,No,No,Yes,No,Yes,No
03-01-2024 19:08,33,Male,Canada,Yes,No,Rarely,Yes,No,Yes,Yes
03-01-2024 19:09,40,Male,India,No,No,Often,Don't know,Yes,Maybe,No
03-01-2024 19:10,61,Female,India,Yes,Yes,Yes,Don't know,Yes,Maybe,Yes
03-01-2024 19:11,56,Male,Canada,No,Yes,Often,Yes,Yes,Yes,No
03-01-2024 19:12,28,Female,United States,No,Yes,Never,Don't know,Yes,Yes,No
03-01-2024 19:13,59,Female,United States,Yes,No,Yes,No,Yes,No,No
03-01-2024 19:14,26,Male,United States,No,No,Sometimes,Yes,Yes,No,No
03-01-2024 19:15,58,Female,India,No,No,Yes,No,Yes,Maybe,No
03-01-2024 19:16,40,Male,United States,Yes,Yes,Never,Yes,No,Yes,Maybe
03-01-2024 19:17,44,Female,United Kingdom,No,No,Sometimes,Don't know,No,Maybe,No
03-01-2024 19:18,53,Female,United States,No,Yes,No,Don't know,Yes,No,Maybe
03-01-2024 19:19,60,Female,Canada,No,No,Yes,Don't know,Yes,Yes,Yes
03-01-2024 19:20,28,Male,Canada,No,No,No,Don't know,No,Yes,No
03-01-2024 19:21,28,Female,Canada,No,Yes,No,No,No,Yes,Yes
03-01-2024 19:22,36,Female,Canada,No,No,No,Yes,Don't know,No,Yes
03-01-2024 19:23,60,Male,Australia,No,No,Never,Yes,No,Yes,No
03-01-2024 19:24,59,Female,Germany,No,Yes,Yes,Don't know,Yes,Maybe,Maybe
03-01-2024 19:25,36,Female,Germany,No,Yes,No,Yes,Don't know,Yes,No
03-01-2024 19:26,34,Female,India,No,No,Often,Yes,Yes,No,Maybe
03-01-2024 19:27,42,Female,Canada,Yes,No,Often,No,No,Maybe,Yes
03-01-2024 19:28,56,Male,United Kingdom,No,Yes,Sometimes,Yes,No,Maybe,Maybe
03-01-2024 19:29,25,Male,United Kingdom,No,No,Sometimes,No,Don't know,Yes,Maybe
03-01-2024 19:30,24,Female,India,No,No,Never,No,Yes,No,No
03-01-2024 19:31,48,Female,India,No,No,Never,Yes,No,No,Maybe
03-01-2024 19:32,34,Female,United States,Yes,Yes,Rarely,Don't know,Don't know,Yes,No
03-01-2024 19:33,28,Female,Australia,No,Yes,Rarely,Don't know,No,Maybe,Maybe
03-01-2024 19:34,41,Female,Germany,No,No,Often,Don't know,No,Maybe,Maybe
03-01-2024 19:35,32,Female,United Kingdom,No,No,Often,No,Don't know,Maybe,No
03-01-2024 19:36,51,Female,Germany,Yes,Yes,Often,Don't know,Yes,Maybe,No
03-01-2024 19:37,32,Male,Canada,No,No,Rarely,Yes,Don't know,No,Maybe
03-01-2024 19:38,35,Female,India,Yes,Yes,No,No,No,Maybe,Maybe
03-01-2024 19:39,25,Female,Canada,No,No,No,Yes,Don't know,Maybe,No
03-01-2024 19:40,35,Male,India,No,No,Rarely,Don't know,No,Maybe,Maybe
03-01-2024 19:41,21,Female,Germany,No,No,No,Don't know,Don't know,Yes,No
03-01-2024 19:42,31,Female,United Kingdom,Yes,No,No,No,No,No,Maybe
03-01-2024 19:43,63,Female,United Kingdom,No,Yes,Rarely,Don't know,Yes,Maybe,Yes
03-01-2024 19:44,44,Female,Australia,No,Yes,Rarely,No,Yes,No,Maybe
03-01-2024 19:45,55,Female,Germany,No,Yes,Rarely,No,Yes,Yes,No
03-01-2024 19:46,25,Male,United Kingdom,No,Yes,Never,No,No,Yes,Maybe
03-01-2024 19:47,27,Female,United Kingdom,Yes,Yes,No,No,Don't know,No,Maybe
03-01-2024 19:48,42,Male,United Kingdom,No,Yes,Rarely,No,Yes,Yes,Maybe
03-01-2024 19:49,61,Male,Canada,No,Yes,Rarely,Yes,No,Maybe,Maybe
03-01-2024 19:50,45,Male,Australia,Yes,No,No,Yes,Don't know,Maybe,Maybe
03-01-2024 19:51,32,Male,United States,No,Yes,Rarely,Yes,Don't know,Maybe,Maybe
03-01-2024 19:52,63,Female,Australia,Yes,No,Never,Don't know,No,Maybe,Yes
03-01-2024 19:53,62,Female,Canada,No,No,Rarely,Yes,Don't know,No,Maybe
03-01-2024 19:54,33,Male,Canada,Yes,Yes,Never,Yes,No,Maybe,No
03-01-2024 19:55,23,Male,Canada,No,No,Often,No,Yes,Yes,No
03-01-2024 19:56,23,Other,United States,Yes,Yes,Often,No,Yes,No,Maybe
03-01-2024 19:57,49,Female,Canada,No,Yes,Yes,No,Yes,Yes,No
03-01-2024 19:58,27,Male,United States,Yes,No,No,Don't know,Yes,No,No
03-01-2024 19:59,55,Male,United Kingdom,No,No,No,Yes,No,No,Yes
03-01-2024 20:00,53,Male,India,No,No,Rarely,Don't know,Yes,Maybe,Yes
03-01-2024 20:01,34,Male,Canada,No,No,Sometimes,Don't know,No,Yes,Maybe
03-01-2024 20:02,45,Female,Germany,No,No,No,Don't know,No,Yes,Yes
03-01-2024 20:03,63,Male,United Kingdom,Yes,Yes,Sometimes,Yes,Yes,No,No
03-01-2024 20:04,27,Male,United States,No,No,Yes,Don't know,Don't know,Yes,No
03-01-2024 20:05,62,Female,United States,No,No,Often,Don't know,No,Yes,No
03-01-2024 20:06,24,Male,United Kingdom,No,No,No,Don't know,Don't know,Maybe,Yes
03-01-2024 20:07,21,Male,Germany,Yes,No,Sometimes,Don't know,Don't know,Yes,Yes
03-01-2024 20:08,39,Female,India,Yes,Yes,Yes,Yes,Don't know,Yes,No
03-01-2024 20:09,62,Male,India,No,Yes,No,Don't know,No,No,Yes
03-01-2024 20:10,62,Female,Canada,Yes,Yes,Never,No,Don't know,No,No
03-01-2024 20:11,36,Female,United States,Yes,Yes,Yes,Don't know,No,No,Maybe
03-01-2024 20:12,38,Female,United Kingdom,No,No,Sometimes,Don't know,Don't know,Yes,No
03-01-2024 20:13,27,Male,Germany,Yes,No,Yes,Yes,Yes,Yes,Yes
03-01-2024 20:14,19,Female,United States,Yes,Yes,Rarely,Yes,Don't know,No,Yes
03-01-2024 20:15,54,Female,Australia,No,No,No,Don't know,Don't know,No,No
03-01-2024 20:16,55,Female,United States,No,No,No,Yes,No,Yes,No
03-01-2024 20:17,51,Male,Canada,No,Yes,Yes,Yes,Don't know,Yes,Maybe
03-01-2024 20:18,62,Male,Germany,No,No,Sometimes,Don't know,Yes,No,No
03-01-2024 20:19,42,Male,Germany,No,No,Yes,No,No,Yes,Yes
03-01-2024 20:20,21,Female,Australia,Yes,No,Sometimes,Don't know,No,Yes,Yes
03-01-2024 20:21,29,Male,India,No,No,Rarely,Don't know,Don't know,No,Maybe
03-01-2024 20:22,55,Female,Germany,Yes,Yes,Yes,Yes,No,Maybe,Maybe
03-01-2024 20:23,29,Other,United Kingdom,Yes,No,Often,Yes,Yes,Yes,No
03-01-2024 20:24,28,Male,India,No,No,No,No,Don't know,No,Yes
03-01-2024 20:25,28,Other,Germany,No,No,Yes,Don't know,No,Yes,Maybe
03-01-2024 20:26,29,Other,Canada,Yes,No,Sometimes,No,Don't know,Yes,No
03-01-2024 20:27,18,Female,India,No,No,Never,No,Yes,Yes,Yes
03-01-2024 20:28,53,Male,Germany,No,No,Never,No,Yes,Maybe,No
03-01-2024 20:29,29,Female,United Kingdom,No,No,Rarely,No,Yes,Maybe,Maybe
03-01-2024 20:30,33,Female,United Kingdom,Yes,Yes,Sometimes,Don't know,Don't know,Yes,No
03-01-2024 20:31,40,Male,Germany,Yes,Yes,Never,Yes,No,No,No
03-01-2024 20:32,28,Female,Australia,No,No,Rarely,Don't know,Yes,Yes,No
03-01-2024 20:33,56,Female,India,No,No,Yes,No,Don't know,Maybe,Maybe
03-01-2024 20:34,25,Female,Canada,Yes,Yes,Yes,No,Yes,Maybe,Yes
03-01-2024 20:35,29,Other,Germany,No,No,Rarely,Don't know,Don't know,Yes,No
03-01-2024 20:36,53,Male,Germany,No,Yes,Never,No,Yes,Maybe,No
03-01-2024 20:37,36,Male,Canada,No,Yes,Never,Don't know,No,Maybe,No
03-01-2024 20:38,53,Female,Canada,No,Yes,Sometimes,No,Don't know,Yes,Maybe
03-01-2024 20:39,62,Female,Germany,No,No,Yes,Yes,Yes,Yes,Yes
03-01-2024 20:40,59,Female,Australia,Yes,Yes,Often,No,Yes,Yes,Maybe
03-01-2024 20:41,35,Female,Australia,Yes,No,Never,Yes,Don't know,No,Maybe
03-01-2024 20:42,28,Female,Australia,Yes,No,Often,No,No,Maybe,Yes
03-01-2024 20:43,20,Male,Australia,Yes,No,Yes,Yes,No,No,No
03-01-2024 20:44,49,Male,United Kingdom,No,No,Yes,Don't know,Yes,No,Maybe
